OBJECTID,Address,Parcel,Units,Stories,UniqueID,Building_Name,Complex_Name,Case_Number,Building_Type,Status,Last_Date,Comments,Safety_Comments,Fire_Alarms,Sprinkler,Managing_Company,MFRecyclingStatus,ShapeSTArea,ShapeSTLength
1674,519 Nathaniel Burch Dr,462106377009,2,2,473,519 Nathaniel Burch Dr,Douglas Square Townhomes,,Complex,,,,,,,,,313.247758609132,94.9038378210531
1675,517 Nathaniel Burch Dr,462106377009,2,2,473,517 Nathaniel Burch Dr,Douglas Square Townhomes,,Complex,,,,,,,,,622.092947249117,114.372041969784
1676,401 Nathaniel Burch Dr,462106377009,2,2,472,401 Nathaniel Burch Dr,Douglas Square Townhomes,,Complex,,,,,,,,,693.059623127981,117.122138589373
1677,415 Nathaniel Burch Dr,462106377009,3,2,471,415 Nathaniel Burch Dr,Douglas Square Townhomes,,Complex,,,,,,,,,470.061860718148,94.0247792285532
1678,421 Nathaniel Burch Dr,462106377009,3,2,471,421 Nathaniel Burch Dr,Douglas Square Townhomes,,Complex,,,,,,,,,293.252305291091,91.2452290366619
1679,417 Nathaniel Burch Dr,462106377009,3,2,471,417 Nathaniel Burch Dr,Douglas Square Townhomes,,Complex,,,,,,,,,563.693668086103,111.205382979213
1680,501 Nathaniel Burch Dr,462106377009,2,2,470,501 Nathaniel Burch Dr,Douglas Square Townhomes,,Complex,,,,,,,,,366.147912001322,86.8214812133132
1681,507 Nathaniel Burch Dr,462106377009,2,2,470,507 Nathaniel Burch Dr,Douglas Square Townhomes,,Complex,,,,,,,,,237.543487120409,89.9500500087858
1682,503 Nathaniel Burch Dr,462106377009,2,2,470,503 Nathaniel Burch Dr,Douglas Square Townhomes,,Complex,,,,,,,,,620.250920546025,112.34787183615
1683,407 Nathaniel Burch Dr,462106377009,2,2,469,407 Nathaniel Burch Dr,Douglas Square Townhomes,,Complex,,,,,,,,,809.615268200252,133.097823040445
1684,414 E Bradley Ave,462106377009,4,2,457,414 E Bradley Ave,Douglas Square Townhomes,,Complex,,,,,,,,,628.136093461411,107.986716933591
1685,416 E Bradley Ave,462106377009,4,2,457,416 E Bradley Ave,Douglas Square Townhomes,,Complex,,,,,,,,,556.690278450549,103.579243041536
1686,420 E Bradley Ave,462106377009,4,2,457,420 E Bradley Ave,Douglas Square Townhomes,,Complex,,,,,,,,,660.071519981056,109.597607283914
1687,404 E Bradley Ave,462106377009,4,2,454,404 E Bradley Ave,Douglas Square Townhomes,,Complex,,,,,,,,,621.155500459084,105.909941585058
1688,406 E Bradley Ave,462106377009,4,2,454,406 E Bradley Ave,Douglas Square Townhomes,,Complex,,,,,,,,,601.787569252315,104.46825009183
1689,408 E Bradley Ave,462106377009,4,2,454,408 E Bradley Ave,Douglas Square Townhomes,,Complex,,,,,,,,,605.335393807694,104.670358716958
1690,1126 Pomona Dr,412010103900,4,2,452,1126 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,650.60192311994,111.69616270752
1691,1128 Pomona Dr,412010103900,4,2,452,1128 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,525.904813091048,99.0094751548239
1692,1130 Pomona Dr,412010103900,4,2,452,1130 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,495.067605175309,97.9846438300762
1693,1124 N Third St,462107102006,8,2,448,1124 N Third St,Oaktrace Apartments,AI06-0168,Complex,,2006/09/21 05:00:00+00,,,,,,Yes,666.950705781684,109.953507528232
1694,1126 N Third St,462107102006,8,2,448,1126 N Third St,Oaktrace Apartments,AI06-0168,Complex,,2006/09/21 05:00:00+00,,,,,,Yes,850.392192149714,120.603829074486
1695,1128 N Third St,462107102006,8,2,448,1128 N Third St,Oaktrace Apartments,AI06-0168,Complex,,2006/09/21 05:00:00+00,,,,,,Yes,635.292236044931,114.581259022319
1696,1130 N Third St,462107102006,8,2,448,1130 N Third St,Oaktrace Apartments,AI06-0168,Complex,,2006/09/21 05:00:00+00,,,,,,Yes,631.187073829924,112.946909946928
1697,1132 N Third St,462107102006,8,2,448,1132 N Third St,Oaktrace Apartments,AI06-0168,Complex,,2006/09/21 05:00:00+00,,,,,,Yes,798.510558727424,122.878589278383
1698,1134 N Third St,462107102006,8,2,448,1134 N Third St,Oaktrace Apartments,AI06-0168,Complex,,2006/09/21 05:00:00+00,,,,,,Yes,779.568694166785,115.775541010185
1699,1136 N Third St,462107102006,8,2,448,1136 N Third St,Oaktrace Apartments,AI06-0168,Complex,,2006/09/21 05:00:00+00,,,,,,Yes,531.169408830932,102.69689354051
1700,3214 Cameron Dr,032021226007,2,1,172,3214 Cameron Dr,Westwood Village,,Complex,,,,,,,,,633.846776317801,102.60423456966
1701,3814 Balmoral Dr,442016179905,6,2,195,3814 Balmoral Dr,Cobblefield Point Condos,,Complex,,,,,,,,Yes,1290.48003601914,167.770047229709
1702,3816 Balmoral Dr,442016179905,6,2,195,3816 Balmoral Dr,Cobblefield Point Condos,,Complex,,,,,,,,Yes,1074.46195426624,160.589825314159
1703,3818 Balmoral Dr,442016179905,6,2,195,3818 Balmoral Dr,Cobblefield Point Condos,,Complex,,,,,,,,,1074.11862026541,151.459665530089
1704,3820 Balmoral Dr,442016179905,6,2,195,3820 Balmoral Dr,Cobblefield Point Condos,,Complex,,,,,,,,Yes,1050.26412561859,153.847614933614
1705,3822 Balmoral Dr,442016179905,6,2,195,3822 Balmoral Dr,Cobblefield Point Condos,,Complex,,,,,,,,,1208.60743287231,158.768185713751
1706,3838 Balmoral Dr,442016179173 & 442016179171 & 442016179169 +3more,6,2,196,3838 Balmoral Dr,Cobblefield Point Condos,,Complex,,,,,,,,,1691.55749090429,185.819051342438
1707,3840 Balmoral Dr,442016179173 & 442016179171 & 442016179169 +3more,6,2,196,3840 Balmoral Dr,Cobblefield Point Condos,,Complex,,,,,,,,,1079.53659245027,156.739269650616
1708,3842 Balmoral Dr,442016179173 & 442016179171 & 442016179169 +3more,6,2,196,3842 Balmoral Dr,Cobblefield Point Condos,,Complex,,,,,,,,,1053.61014009321,156.499286181125
1709,3844 Balmoral Dr,442016179173 & 442016179171 & 442016179169 +3more,6,2,196,3844 Balmoral Dr,Cobblefield Point Condos,,Complex,,,,,,,,,1098.41654572154,154.14706863344
1710,3846 Balmoral Dr,442016179173 & 442016179171 & 442016179169 +3more,6,2,196,3846 Balmoral Dr,Cobblefield Point Condos,,Complex,,,,,,,,,1205.67843080151,177.17203807256
1711,3826 Balmoral Dr,442016179910,6,2,197,3826 Balmoral Dr,Cobblefield Point Condos,,Complex,,,,,,,,,1342.41516478583,170.382923557044
1712,3828 Balmoral Dr,442016179910,6,2,197,3828 Balmoral Dr,Cobblefield Point Condos,,Complex,,,,,,,,,1276.89352398389,166.671920558018
1713,3830 Balmoral Dr,442016179910,6,2,197,3830 Balmoral Dr,Cobblefield Point Condos,,Complex,,,,,,,,Yes,1043.35167150255,152.77283161141
1714,3832 Balmoral Dr,442016179910,6,2,197,3832 Balmoral Dr,Cobblefield Point Condos,,Complex,,,,,,,,,1032.76865503495,152.374798813031
1715,3834 Balmoral Dr,442016179910,6,2,197,3834 Balmoral Dr,Cobblefield Point Condos,,Complex,,,,,,,,,1172.39785674821,171.929659713818
1716,3802 Balmoral Dr,442016179146 & 442016179148 & 442016179144 +3more,6,2,198,3802 Balmoral Dr,Cobblefield Point Condos,,Complex,,,,,,,,,1545.67326922019,179.527168354398
1717,3804 Balmoral Dr,442016179146 & 442016179148 & 442016179144 +3more,6,2,198,3804 Balmoral Dr,Cobblefield Point Condos,,Complex,,,,,,,,,1013.03706845306,149.310148264937
1718,3806 Balmoral Dr,442016179146 & 442016179148 & 442016179144 +3more,6,2,198,3806 Balmoral Dr,Cobblefield Point Condos,,Complex,,,,,,,,Yes,1000.84538614203,150.152224670563
1719,3808 Balmoral Dr,442016179146 & 442016179148 & 442016179144 +3more,6,2,198,3808 Balmoral Dr,Cobblefield Point Condos,,Complex,,,,,,,,Yes,1049.58278384759,153.04902791222
1720,3810 Balmoral Dr,442016179146 & 442016179148 & 442016179144 +3more,6,2,198,3810 Balmoral Dr,Cobblefield Point Condos,,Complex,,,,,,,,Yes,1111.38063874122,155.314113728067
1721,3749 Thornhill Dr,442016179903,10,2,201,3749 Thornhill Dr,Cobblefield Point Condos,,Complex,,,,,,,,Yes,929.956895981793,159.298917159971
1722,3747 Thornhill Dr,442016179903,10,2,201,3747 Thornhill Dr,Cobblefield Point Condos,,Complex,,,,,,,,Yes,946.750824675119,157.205722375806
1723,3745 Thornhill Dr,442016179903,10,2,201,3745 Thornhill Dr,Cobblefield Point Condos,,Complex,,,,,,,,Yes,865.030915059709,141.664582884939
1724,3743 Thornhill Dr,442016179903,10,2,201,3743 Thornhill Dr,Cobblefield Point Condos,,Complex,,,,,,,,Yes,1306.53045676372,182.223316832041
1725,3741 Thornhill Dr,442016179903,10,2,201,3741 Thornhill Dr,Cobblefield Point Condos,,Complex,,,,,,,,Yes,1146.43239850388,199.777857942382
1726,3731 Thornhill Dr,442016179903,10,2,201,3731 Thornhill Dr,Cobblefield Point Condos,,Complex,,,,,,,,Yes,829.253890165986,165.373767689814
1727,3733 Thornhill Dr,442016179903,10,2,201,3733 Thornhill Dr,Cobblefield Point Condos,,Complex,,,,,,,,Yes,942.052868083203,156.684719483852
1728,3735 Thornhill Dr,442016179903,10,2,201,3735 Thornhill Dr,Cobblefield Point Condos,,Complex,,,,,,,,Yes,940.295091730708,143.139983717028
1729,3737 Thornhill Dr,442016179903,10,2,201,3737 Thornhill Dr,Cobblefield Point Condos,,Complex,,,,,,,,Yes,1472.87222373056,186.683334076037
1730,1712 Gentry Square,452023152020,16,3,,1712 Gentry Square,Gentry Square Apartments,,Complex,,,,,,,,Yes,3459.57101831635,291.299708311756
1731,406 N State St,422012403012,17,3,,406 N State St,,,Building,,,,,,,,Yes,1556.00010171579,176.794370337807
1732,408 N State St,422012403012,17,3,,408 N State St,,,Building,,,,,,,,Yes,1691.1915026762,193.854699738832
1733,309 N Prarie St,422012331005,15,3,,309 N Prarie,,,Building,,,,,,,,Yes,1514.62746713484,167.953992081788
1734,305 N Prarie St,422012331005,15,3,,305 N Prarie,,,Building,,,,,,,,Yes,1093.92006660688,132.567490833177
1735,1125 N Third St,462107102006,8,2,447,1125 N Third St,Oaktrace Apartments,AI06-0168,Complex,,2006/09/21 05:00:00+00,,,,,,Yes,1133.93797747194,143.512692602875
1736,1127 N Third St,462107102006,8,2,447,1127 N Third St,Oaktrace Apartments,AI06-0168,Complex,,2006/09/21 05:00:00+00,,,,,,Yes,741.360490901052,129.346271192177
1737,1129 N Third St,462107102006,8,2,447,1129 N Third St,Oaktrace Apartments,AI06-0168,Complex,,2006/09/21 05:00:00+00,,,,,,Yes,892.52768068586,136.078679745446
1738,1131 N Third St,462107102006,8,2,447,1131 N Third St,Oaktrace Apartments,AI06-0168,Complex,,2006/09/21 05:00:00+00,,,,,,Yes,724.7503404426,119.016956487866
1739,1133 N Third St,462107102006,8,2,447,1133 N Third St,Oaktrace Apartments,AI06-0168,Complex,,2006/09/21 05:00:00+00,,,,,,Yes,714.225905192902,116.383504075869
1740,1139 N Third St,462107102006,8,2,447,1139 N Third St,Oaktrace Apartments,AI06-0168,Complex,,2006/09/21 05:00:00+00,,,,,,Yes,697.39619966488,117.931748773139
1741,1137 N Third St,462107102006,8,2,447,1137 N Third St,Oaktrace Apartments,AI06-0168,Complex,,2006/09/21 05:00:00+00,,,,,,Yes,645.86151808688,116.422250490727
1742,1158 Pomona Dr,412010103900,4,2,446,1158 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,651.380277420867,111.115902879524
1743,1160 Pomona Dr,412010103900,4,2,446,1160 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,470.493298857006,94.1650751918567
1744,1164 Pomona Dr,412010103900,4,2,446,1164 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,523.694831655117,104.887715291464
1745,1172 Pomona Dr,412010103900,4,2,445,1172 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,582.887736786431,106.069072928675
1746,1170 Pomona Dr,412010103900,4,2,445,1170 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,499.562239524564,95.7198035150579
1747,1168 Pomona Dr,412010103900,4,2,445,1168 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,549.324319406455,106.585203715299
1748,1150 Pomona Dr,412010103900,4,2,444,1150 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,674.960664803401,115.59542063007
1749,1152 Pomona Dr,412010103900,4,2,444,1152 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,501.862448701914,96.8101465125933
1750,1154 Pomona Dr,412010103900,4,2,444,1154 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,481.012502705709,94.4282506144572
1751,1142 Pomona Dr,412010103900,4,2,443,1142 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,669.957440089384,114.681276396868
1752,1144 Pomona Dr,412010103900,4,2,443,1144 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,508.808940211681,97.610351250818
1753,1146 Pomona Dr,412010103900,4,2,443,1146 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,530.080254695009,108.903513053415
1754,1118 Pomona Dr,412010103900,4,2,442,1118 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,656.151575129989,111.79514146059
1755,1120 Pomona Dr,412010103900,4,2,442,1120 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,527.671198761394,100.206822851777
1756,1122 Pomona Dr,412010103900,4,2,442,1122 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,543.134424546686,100.096796636326
1757,1174 Pomona Dr,412010103900,4,2,441,1174 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,637.950183430414,109.638947139055
1758,1176 Pomona Dr,412010103900,4,2,441,1176 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,472.661801999158,93.6410359928963
1759,1178 Pomona Dr,412010103900,4,2,441,1178 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,495.187542697586,94.595457367078
1760,1134 Pomona Dr,412010103900,4,2,440,1134 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,663.109729128583,114.105745577331
1761,1136 Pomona Dr,412010103900,4,2,440,1136 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,481.83381269503,95.8224687170916
1762,1138 Pomona Dr,412010103900,4,2,440,1138 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,507.094450805598,97.9647289620088
1763,1182 Pomona Dr,412010103900,4,2,439,1182 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,633.402340970562,109.948073916285
1764,1184 Pomona Dr,412010103900,4,2,439,1184 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,495.560291387851,96.4688103130977
1765,1186 Pomona Dr,412010103900,4,2,439,1186 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,501.489317571442,104.172113412466
1766,1116 Pomona Dr,412010103900,4,2,435,1116 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,573.821571342409,107.100901591769
1767,1114 Pomona Dr,412010103900,4,2,435,1114 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,495.683446391541,102.588157847718
1768,1112 Pomona Dr,412010103900,4,2,435,1112 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,528.212146549288,106.132043118644
1769,1090 Pomona Dr,412010103900,4,2,434,1090 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,643.34255074288,111.202815584336
1770,1092 Pomona Dr,412010103900,4,2,434,1092 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,569.961920778739,110.127630783044
1771,1094 Pomona Dr,412010103900,4,2,434,1094 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,510.270062603667,99.3379028544968
1772,1082 Pomona Dr,412010103900,4,2,433,1082 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,625.844162020978,110.070829408345
1773,1084 Pomona Dr,412010103900,4,2,433,1084 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,529.329943982092,97.9482649247686
1774,1086 Pomona Dr,412010103900,4,2,433,1086 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,468.675539831073,95.3381214815863
1775,1074 Pomona Dr,412010103900,4,2,432,1074 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,683.947403454888,114.165278202307
1776,1076 Pomona Dr,412010103900,4,2,432,1076 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,498.539204327583,104.666935358984
1777,1078 Pomona Dr,412010103900,4,2,432,1078 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,469.216699613335,94.8920429542047
1778,1066 Pomona Dr,412010103900,4,2,430,1066 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,645.365891293413,109.13391005597
1779,1068 Pomona Dr,412010103900,4,2,430,1068 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,432.503588536232,90.7245236638684
1780,1070 Pomona Dr,412010103900,4,2,430,1070 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,522.896438477601,99.5463914923345
1781,1058 Pomona Dr,412010103900,4,2,426,1058 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,549.057582915624,104.715486013541
1782,1060 Pomona Dr,412010103900,4,2,426,1060 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,572.032154763263,105.750710339778
1783,1062 Pomona Dr,412010103900,4,2,426,1062 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,494.938390760127,96.6363701875504
1784,1050 Pomona Dr,412010103900,4,2,423,1050 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,457.470883275153,99.6467323645643
1785,1052 Pomona Dr,412010103900,4,2,423,1052 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,566.353685201822,105.493553353834
1786,1056 Pomona Dr,412010103900,4,2,423,1056 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,555.776799079595,105.483769832
1787,215 White Oak Ct,462107102006,8,2,421,215 White Oak Ct,Oaktrace Apartments,AI06-0168,Complex,,2006/09/21 05:00:00+00,,,,,,Yes,712.886377582032,118.713291852721
1788,213 White Oak Ct,462107102006,8,2,421,213 White Oak Ct,Oaktrace Apartments,AI06-0168,Complex,,2006/09/21 05:00:00+00,,,,,,Yes,561.90040552333,110.262002503467
1789,211 White Oak Ct,462107102006,8,2,421,211 White Oak Ct,Oaktrace Apartments,AI06-0168,Complex,,2006/09/21 05:00:00+00,,,,,,Yes,833.214088544184,124.15081560065
1790,209 White Oak Ct,462107102006,8,2,421,209 White Oak Ct,Oaktrace Apartments,AI06-0168,Complex,,2006/09/21 05:00:00+00,,,,,,Yes,843.648482859381,124.917804152731
1791,207 White Oak Ct,462107102006,8,2,421,207 White Oak Ct,Oaktrace Apartments,AI06-0168,Complex,,2006/09/21 05:00:00+00,,,,,,Yes,782.547602531873,120.278323327821
1792,205 White Oak Ct,462107102006,8,2,421,205 White Oak Ct,Oaktrace Apartments,AI06-0168,Complex,,2006/09/21 05:00:00+00,,,,,,Yes,660.596642462058,115.959789244129
1793,203 White Oak Ct,462107102006,8,2,421,203 White Oak Ct,Oaktrace Apartments,AI06-0168,Complex,,2006/09/21 05:00:00+00,,,,,,Yes,889.322691010782,135.303662904495
1794,1122 N Third St,462107102006,7,2,419,1122 N Third St,Oaktrace Apartments,AI06-0168,Complex,,2006/09/21 05:00:00+00,,,,,,Yes,491.371662162696,98.4073946052576
1795,1120 N Third St,462107102006,7,2,419,1120 N Third St,Oaktrace Apartments,AI06-0168,Complex,,2006/09/21 05:00:00+00,,,,,,Yes,668.336421954691,107.203336630658
1796,1118 N Third St,462107102006,7,2,419,1118 N Third St,Oaktrace Apartments,AI06-0168,Complex,,2006/09/21 05:00:00+00,,,,,,Yes,902.846303095449,139.154301050103
1797,1116 N Third St,462107102006,7,2,419,1116 N Third St,Oaktrace Apartments,AI06-0168,Complex,,2006/09/21 05:00:00+00,,,,,,Yes,846.742911955233,125.938552932034
1798,1114 N Third St,462107102006,7,2,419,1114 N Third St,Oaktrace Apartments,AI06-0168,Complex,,2006/09/21 05:00:00+00,,,,,,Yes,619.784753327319,106.074379202676
1799,1110 N Third St,462107102006,7,2,419,1110 N Third St,Oaktrace Apartments,AI06-0168,Complex,,2006/09/21 05:00:00+00,,,,,,Yes,670.391653691441,110.712779816829
1800,1108 Pomona Dr,412010103900,4,2,418,1108 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,685.628694941256,114.069431529233
1801,1106 Pomona Dr,412010103900,4,2,418,1106 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,493.284389283415,97.4287184785849
1802,1104 Pomona Dr,412010103900,4,2,418,1104 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,499.292657336299,96.8649090189587
1803,1042 Pomona Dr,412010103900,4,2,415,1042 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,650.364613374074,111.985821436785
1804,1044 Pomona Dr,412010103900,4,2,415,1044 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,514.399901630431,98.4145874376737
1805,1046 Pomona Dr,412010103900,4,2,415,1046 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,523.750030650621,107.870891915364
1806,215 Burr Oak Ct,462107102006,8,2,414,215 Burr Oak Ct,Oaktrace Apartments,AI06-0168,Complex,,2006/09/21 05:00:00+00,,,,,,Yes,681.717931399952,110.508572915818
1807,217 Burr Oak Ct,462107102006,8,2,414,217 Burr Oak Ct,Oaktrace Apartments,AI06-0168,Complex,,2006/09/21 05:00:00+00,,,,,,Yes,706.406292248826,111.727329517884
1808,219 Burr Oak Ct,462107102006,8,2,414,219 Burr Oak Ct,Oaktrace Apartments,AI06-0168,Complex,,2006/09/21 05:00:00+00,,,,,,Yes,604.806685613376,105.266601396867
1809,221 Burr Oak Ct,462107102006,8,2,414,221 Burr Oak Ct,Oaktrace Apartments,AI06-0168,Complex,,2006/09/21 05:00:00+00,,,,,,Yes,797.493724056236,123.031467286839
1810,223 Burr Oak Ct,462107102006,8,2,414,223 Burr Oak Ct,Oaktrace Apartments,AI06-0168,Complex,,2006/09/21 05:00:00+00,,,,,,Yes,744.03883538463,119.800515770884
1811,225 Burr Oak Ct,462107102006,8,2,414,225 Burr Oak Ct,Oaktrace Apartments,AI06-0168,Complex,,2006/09/21 05:00:00+00,,,,,,Yes,673.759038963602,109.887687217423
1812,227 Burr Oak Ct,462107102006,8,2,414,227 Burr Oak Ct,Oaktrace Apartments,AI06-0168,Complex,,2006/09/21 05:00:00+00,,,,,,Yes,808.325185113757,126.388168864334
1813,1034 Pomona Dr,412010103900,4,2,413,1034 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,589.606642466648,106.098544594857
1814,1036 Pomona Dr,412010103900,4,2,413,1036 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,548.979958048304,117.367547428867
1815,1040 Pomona Dr,412010103900,4,2,413,1040 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,529.732631077758,104.302738978689
1816,1026 Pomona Dr,412010103900,4,2,412,1026 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,591.242438368661,107.061544238873
1817,1028 Pomona Dr,412010103900,4,2,412,1028 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,574.160024413765,110.281792757353
1818,1030 Pomona Dr,412010103900,4,2,412,1030 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,488.987630929032,96.0892276483585
1819,1102 N Third St,462107102006,4,2,411,1102 N Third St,Oaktrace Apartments,AI06-0168,Complex,,2006/09/21 05:00:00+00,,,,,,Yes,706.01425546172,115.162187281782
1820,1104 N Third St,462107102006,4,2,411,1104 N Third St,Oaktrace Apartments,AI06-0168,Complex,,2006/09/21 05:00:00+00,,,,,,Yes,711.093581471451,116.781659030899
1821,1108 N Third St,462107102006,4,2,411,1108 N Third St,Oaktrace Apartments,AI06-0168,Complex,,2006/09/21 05:00:00+00,,,,,,Yes,672.846382920862,109.11547089302
1822,990 Pomona Dr,412010103900,4,2,410,990 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,590.864928066391,107.16726378453
1823,992 Pomona Dr,412010103900,4,2,410,992 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,559.218509770813,119.921268822687
1824,994 Pomona Dr,412010103900,4,2,410,994 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,526.867770408185,99.7157927799036
1825,1018 Pomona Dr,412010103900,4,2,409,1018 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,599.886579967496,107.060183785783
1826,1020 Pomona Dr,412010103900,4,2,409,1020 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,540.582369881709,108.385658727062
1827,1022 Pomona Dr,412010103900,4,2,409,1022 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,517.349872145408,97.5844048984968
1828,972 Pomona Dr,412010103900,4,2,408,972 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,659.75893797254,117.21891610428
1829,970 Pomona Dr,412010103900,4,2,408,970 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,502.700150446646,97.3861170563303
1830,968 Pomona Dr,412010103900,4,2,408,968 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,489.254872514339,102.729326106625
1831,1010 Pomona Dr,412010103900,4,2,407,1010 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,559.402663557018,104.584107773705
1832,1012 Pomona Dr,412010103900,4,2,407,1012 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,581.511644479593,111.662781521686
1833,1014 Pomona Dr,412010103900,4,2,407,1014 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,458.22726906099,92.9120556987928
1834,1002 Pomona Dr,412010103900,4,2,403,1002 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,607.698040358433,107.58786127284
1835,1004 Pomona Dr,412010103900,4,2,403,1004 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,544.516897997012,107.414418938512
1836,1006 Pomona Dr,412010103900,4,2,403,1006 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,465.759151882611,93.5576417388515
1837,958 Pomona Dr,412010103900,4,2,402,958 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,666.008754259341,112.209729954107
1838,960 Pomona Dr,412010103900,4,2,402,960 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,514.049817124004,105.705009605416
1839,962 Pomona Dr,412010103900,4,2,402,962 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,491.253722360382,96.7171918022691
1840,982 Pomona Dr,412010103900,4,2,400,982 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,623.611218349721,107.993935238333
1841,984 Pomona Dr,412010103900,4,2,400,984 Pomona Dr,Tuscany Ridge Townhomes,,Complex,,,,,,,,,492.058425478403,97.2129660316941
